participant_id,n_vars_available,tier,n_candidates,matched_geoid,distance,quality_score,tied_geoids,true_tract_geoid,scenario,correct,true_in_ties
A10000_00090,5,EXACT,1,22033000500,0.0,100,22033000500,22033000500,clean,True,True
A10000_00091,5,EXACT,1,20201978700,0.0,100,20201978700,20201978700,clean,True,True
A10000_00092,5,EXACT,1,36119001700,0.0,100,36119001700,36119001700,clean,True,True
A10000_00093,5,EXACT,1,31109002001,0.0,100,31109002001,31109002001,clean,True,True
A10000_00094,5,EXACT,1,04019004110,0.0,100,04019004110,04019004110,clean,True,True
A10000_00095,5,EXACT,1,36029012902,0.0,100,36029012902,36029012902,clean,True,True
A10000_00096,5,EXACT,1,39129020320,0.0,100,39129020320,39129020320,clean,True,True
A10000_00097,5,EXACT,1,32007950900,0.0,100,32007950900,32007950900,clean,True,True
A10000_00098,5,EXACT,1,21051950100,0.0,100,21051950100,21051950100,clean,True,True
A10000_00099,5,EXACT,1,18089040502,0.0,100,18089040502,18089040502,clean,True,True
A10000_00100,5,EXACT,1,51153901417,0.0,100,51153901417,51153901417,clean,True,True
A10000_00101,5,EXACT,1,36081009600,0.0,100,36081009600,36081009600,clean,True,True
A10000_00102,5,EXACT,1,09009157200,0.0,100,09009157200,09009157200,clean,True,True
A10000_00103,5,EXACT,1,48439123200,0.0,100,48439123200,48439123200,clean,True,True
A10000_00104,5,EXACT,1,47157021732,0.0,100,47157021732,47157021732,clean,True,True
A10000_00105,5,EXACT,1,06073008102,0.0,100,06073008102,06073008102,clean,True,True
A10000_00106,5,EXACT,1,27067780100,0.0,100,27067780100,27067780100,clean,True,True
A10000_00107,5,EXACT,1,13117130306,0.0,100,13117130306,13117130306,clean,True,True
A10000_00108,5,EXACT,1,19049050600,0.0,100,19049050600,19049050600,clean,True,True
A10000_00109,5,EXACT,1,12115002715,0.0,100,12115002715,12115002715,clean,True,True
A10000_00110,5,EXACT,1,22089063100,0.0,100,22089063100,22089063100,clean,True,True
A10000_00111,5,EXACT,1,42057960300,0.0,100,42057960300,42057960300,clean,True,True
A10000_00112,5,EXACT,1,29047021404,0.0,100,29047021404,29047021404,clean,True,True
A10000_00113,5,EXACT,1,34023002401,0.0,100,34023002401,34023002401,clean,True,True
A10000_00114,5,EXACT,1,04013420402,0.0,100,04013420402,04013420402,clean,True,True
A10000_00115,5,EXACT,1,49043964308,0.0,100,49043964308,49043964308,clean,True,True
A10000_00116,5,EXACT,1,53063010202,0.0,100,53063010202,53063010202,clean,True,True
A10000_00117,5,EXACT,1,12111380100,0.0,100,12111380100,12111380100,clean,True,True
A10000_00118,5,EXACT,1,32003005824,0.0,100,32003005824,32003005824,clean,True,True
A10000_00119,5,EXACT,1,04021000315,0.0,100,04021000315,04021000315,clean,True,True
A10000_00120,5,EXACT,1,42037051100,0.0,100,42037051100,42037051100,clean,True,True
A10000_00121,5,EXACT,1,39135455002,0.0,100,39135455002,39135455002,clean,True,True
A10000_00122,5,EXACT,1,20037957200,0.0,100,20037957200,20037957200,clean,True,True
A10000_00123,5,EXACT,1,08059012031,0.0,100,08059012031,08059012031,clean,True,True
A10000_00124,5,EXACT,1,34005700403,0.0,100,34005700403,34005700403,clean,True,True
A10000_00125,5,EXACT,1,06059062641,0.0,100,06059062641,06059062641,clean,True,True
A10000_00126,5,EXACT,1,48101950100,0.0,100,48101950100,48101950100,clean,True,True
A10000_00127,5,EXACT,1,42101013700,0.0,100,42101013700,42101013700,clean,True,True
A10000_00128,5,EXACT,1,26163526500,0.0,100,26163526500,26163526500,clean,True,True
A10000_00129,5,EXACT,1,47055920100,0.0,100,47055920100,47055920100,clean,True,True
A10000_00130,5,EXACT,1,48201532400,0.0,100,48201532400,48201532400,clean,True,True
A10000_00131,5,EXACT,1,08101002913,0.0,100,08101002913,08101002913,clean,True,True
A10000_00132,5,EXACT,1,13297110601,0.0,100,13297110601,13297110601,clean,True,True
A10000_00133,5,EXACT,1,20209043803,0.0,100,20209043803,20209043803,clean,True,True
A10000_00134,5,EXACT,1,12031014702,0.0,100,12031014702,12031014702,clean,True,True
A10000_00135,5,EXACT,1,26163563900,0.0,100,26163563900,26163563900,clean,True,True
A10000_00136,5,EXACT,1,48157674000,0.0,100,48157674000,48157674000,clean,True,True
A10000_00137,5,EXACT,1,20177001601,0.0,100,20177001601,20177001601,clean,True,True
A10000_00138,5,EXACT,1,17097861901,0.0,100,17097861901,17097861901,clean,True,True
A10000_00139,5,EXACT,1,45053950100,0.0,100,45053950100,45053950100,clean,True,True
A10000_00140,5,EXACT,1,20209041600,0.0,100,20209041600,20209041600,clean,True,True
A10000_00141,5,EXACT,1,47131965300,0.0,100,47131965300,47131965300,clean,True,True
A10000_00142,5,EXACT,1,06107000100,0.0,100,06107000100,06107000100,clean,True,True
A10000_00143,5,EXACT,1,25017370400,0.0,100,25017370400,25017370400,clean,True,True
A10000_00144,5,EXACT,1,54081000804,0.0,100,54081000804,54081000804,clean,True,True
A10000_00145,5,EXACT,1,42003501000,0.0,100,42003501000,42003501000,clean,True,True
A10000_00146,5,EXACT,1,45003021300,0.0,100,45003021300,45003021300,clean,True,True
A10000_00147,5,EXACT,1,47125102003,0.0,100,47125102003,47125102003,clean,True,True
A10000_00148,5,EXACT,1,21067003600,0.0,100,21067003600,21067003600,clean,True,True
A10000_00149,5,EXACT,1,36005027402,0.0,100,36005027402,36005027402,clean,True,True
A10000_00150,5,EXACT,1,41035970400,0.0,100,41035970400,41035970400,clean,True,True
A10000_00151,5,EXACT,1,54091964900,0.0,100,54091964900,54091964900,clean,True,True
A10000_00152,5,EXACT,1,21083020900,0.0,100,21083020900,21083020900,clean,True,True
A10000_00153,5,EXACT,1,36111953700,0.0,100,36111953700,36111953700,clean,True,True
A10000_00154,5,EXACT,1,39133601902,0.0,100,39133601902,39133601902,clean,True,True
A10000_00155,5,EXACT,1,48355001200,0.0,100,48355001200,48355001200,clean,True,True
A10000_00156,5,EXACT,1,18081610201,0.0,100,18081610201,18081610201,clean,True,True
A10000_00157,5,EXACT,1,45059920400,0.0,100,45059920400,45059920400,clean,True,True
A10000_00158,5,EXACT,1,26125173500,0.0,100,26125173500,26125173500,clean,True,True
A10000_00159,5,EXACT,1,34029722500,0.0,100,34029722500,34029722500,clean,True,True
A10000_00160,5,EXACT,1,51810041802,0.0,100,51810041802,51810041802,clean,True,True
A10000_00161,5,EXACT,1,17167001004,0.0,100,17167001004,17167001004,clean,True,True
A10000_00162,5,EXACT,1,42003512000,0.0,100,42003512000,42003512000,clean,True,True
A10000_00163,5,EXACT,1,37003040400,0.0,100,37003040400,37003040400,clean,True,True
A10000_00164,5,EXACT,1,13135050531,0.0,100,13135050531,13135050531,clean,True,True
A10000_00165,5,EXACT,1,06073010601,0.0,100,06073010601,06073010601,clean,True,True
A10000_00166,5,EXACT,1,06075017601,0.0,100,06075017601,06075017601,clean,True,True
A10000_00167,5,EXACT,1,04019003903,0.0,100,04019003903,04019003903,clean,True,True
A10000_00168,5,EXACT,1,26061000800,0.0,100,26061000800,26061000800,clean,True,True
A10000_00169,5,EXACT,1,18151971500,0.0,100,18151971500,18151971500,clean,True,True
A10000_00170,5,EXACT,1,06037534202,0.0,100,06037534202,06037534202,clean,True,True
A10000_00171,5,EXACT,1,36081088400,0.0,100,36081088400,36081088400,clean,True,True
A10000_00172,5,EXACT,1,30111000706,0.0,100,30111000706,30111000706,clean,True,True
A10000_00173,5,EXACT,1,06037702802,0.0,100,06037702802,06037702802,clean,True,True
A10000_00174,5,EXACT,1,32031003509,0.0,100,32031003509,32031003509,clean,True,True
A10000_00175,5,EXACT,1,04013422504,0.0,100,04013422504,04013422504,clean,True,True
A10000_00176,5,EXACT,1,05119003712,0.0,100,05119003712,05119003712,clean,True,True
A10000_00177,5,EXACT,1,37161960200,0.0,100,37161960200,37161960200,clean,True,True
A10000_00178,5,EXACT,1,36005021601,0.0,100,36005021601,36005021601,clean,True,True
A10000_00179,5,EXACT,1,08031004403,0.0,100,08031004403,08031004403,clean,True,True
A10000_00180,5,EXACT,1,50003970600,0.0,100,50003970600,50003970600,clean,True,True
A10000_00181,5,EXACT,1,51700031200,0.0,100,51700031200,51700031200,clean,True,True
A10000_00182,5,EXACT,1,22017024601,0.0,100,22017024601,22017024601,clean,True,True
A10000_00183,5,EXACT,1,37049960401,0.0,100,37049960401,37049960401,clean,True,True
A10000_00184,5,EXACT,1,06001421300,0.0,100,06001421300,06001421300,clean,True,True
A10000_00185,5,EXACT,1,12033001103,0.0,100,12033001103,12033001103,clean,True,True
A10000_00186,5,EXACT,1,06067007906,0.0,100,06067007906,06067007906,clean,True,True
A10000_00187,5,EXACT,1,13015960200,0.0,100,13015960200,13015960200,clean,True,True
A10000_00188,5,EXACT,1,55009020702,0.0,100,55009020702,55009020702,clean,True,True
A10000_00189,5,EXACT,1,47009011501,0.0,100,47009011501,47009011501,clean,True,True
A10000_00190,5,EXACT,1,42101013500,0.0,100,42101013500,42101013500,clean,True,True
A10000_00191,5,EXACT,1,24510100100,0.0,100,24510100100,24510100100,clean,True,True
A10000_00192,5,EXACT,1,36081067100,0.0,100,36081067100,36081067100,clean,True,True
A10000_00193,5,EXACT,1,34013011700,0.0,100,34013011700,34013011700,clean,True,True
A10000_00194,5,EXACT,1,41029003002,0.0,100,41029003002,41029003002,clean,True,True
A10000_00195,5,EXACT,1,18105000901,0.0,100,18105000901,18105000901,clean,True,True
A10000_00196,5,EXACT,1,12057014121,0.0,100,12057014121,12057014121,clean,True,True
A10000_00197,5,EXACT,1,51810046213,0.0,100,51810046213,51810046213,clean,True,True
A10000_00198,5,EXACT,1,39077916100,0.0,100,39077916100,39077916100,clean,True,True
A10000_00199,5,EXACT,1,36081008700,0.0,100,36081008700,36081008700,clean,True,True
A10000_00200,5,EXACT,1,39155920600,0.0,100,39155920600,39155920600,clean,True,True
A10000_00201,5,EXACT,1,13175950700,0.0,100,13175950700,13175950700,clean,True,True
A10000_00202,5,EXACT,1,15003008909,0.0,100,15003008909,15003008909,clean,True,True
A10000_00203,5,EXACT,1,36081150702,0.0,100,36081150702,36081150702,clean,True,True
A10000_00204,5,EXACT,1,06087120600,0.0,100,06087120600,06087120600,clean,True,True
A10000_00205,5,EXACT,1,34007611300,0.0,100,34007611300,34007611300,clean,True,True
A10000_00206,5,EXACT,1,51820003200,0.0,100,51820003200,51820003200,clean,True,True
A10000_00207,5,EXACT,1,37091950200,0.0,100,37091950200,37091950200,clean,True,True
A10000_00208,5,EXACT,1,06037128802,0.0,100,06037128802,06037128802,clean,True,True
A10000_00209,5,EXACT,1,47125101303,0.0,100,47125101303,47125101303,clean,True,True
A10000_00210,5,EXACT,1,39035123501,0.0,100,39035123501,39035123501,clean,True,True
A10000_00211,5,EXACT,1,12086000710,0.0,100,12086000710,12086000710,clean,True,True
A10000_00212,5,EXACT,1,17031560800,0.0,100,17031560800,17031560800,clean,True,True
A10000_00213,5,EXACT,1,06037550202,0.0,100,06037550202,06037550202,clean,True,True
A10000_00214,5,EXACT,1,39153520202,0.0,100,39153520202,39153520202,clean,True,True
A10000_00215,5,EXACT,1,42079211101,0.0,100,42079211101,42079211101,clean,True,True
A10000_00216,5,EXACT,1,27053104400,0.0,100,27053104400,27053104400,clean,True,True
A10000_00217,5,EXACT,1,06037228420,0.0,100,06037228420,06037228420,clean,True,True
A10000_00218,5,EXACT,1,25025061101,0.0,100,25025061101,25025061101,clean,True,True
A10000_00219,5,EXACT,1,17031040800,0.0,100,17031040800,17031040800,clean,True,True
A10000_00220,5,EXACT,1,08005086500,0.0,100,08005086500,08005086500,clean,True,True
A10000_00221,5,EXACT,1,33015003602,0.0,100,33015003602,33015003602,clean,True,True
A10000_00222,5,EXACT,1,34011010200,0.0,100,34011010200,34011010200,clean,True,True
A10000_00223,5,EXACT,1,17019005600,0.0,100,17019005600,17019005600,clean,True,True
A10000_00224,5,EXACT,1,06037481604,0.0,100,06037481604,06037481604,clean,True,True
A10000_00225,5,EXACT,1,06099000911,0.0,100,06099000911,06099000911,clean,True,True
A10000_00226,5,EXACT,1,13051003700,0.0,100,13051003700,13051003700,clean,True,True
A10000_00227,5,EXACT,1,06037543100,0.0,100,06037543100,06037543100,clean,True,True
A10000_00228,5,EXACT,1,26159011800,0.0,100,26159011800,26159011800,clean,True,True
A10000_00229,5,EXACT,1,41051010001,0.0,100,41051010001,41051010001,clean,True,True
A10000_00230,5,EXACT,1,17031813900,0.0,100,17031813900,17031813900,clean,True,True
A10000_00231,5,EXACT,1,19153005200,0.0,100,19153005200,19153005200,clean,True,True
A10000_00232,5,EXACT,1,10005051702,0.0,100,10005051702,10005051702,clean,True,True
A10000_00233,5,EXACT,1,35045942801,0.0,100,35045942801,35045942801,clean,True,True
A10000_00234,5,EXACT,1,04013116500,0.0,100,04013116500,04013116500,clean,True,True
A10000_00235,5,EXACT,1,26147642000,0.0,100,26147642000,26147642000,clean,True,True
A10000_00236,5,EXACT,1,48361020700,0.0,100,48361020700,48361020700,clean,True,True
A10000_00237,5,EXACT,1,40143006000,0.0,100,40143006000,40143006000,clean,True,True
A10000_00238,5,EXACT,1,04027011800,0.0,100,04027011800,04027011800,clean,True,True
A10000_00239,5,EXACT,1,36081050400,0.0,100,36081050400,36081050400,clean,True,True
A10000_00240,5,EXACT,1,40109107306,0.0,100,40109107306,40109107306,clean,True,True
A10000_00241,5,EXACT,1,26163584400,0.0,100,26163584400,26163584400,clean,True,True
A10000_00242,5,EXACT,1,22071012300,0.0,100,22071012300,22071012300,clean,True,True
A10000_00243,5,EXACT,1,06037536102,0.0,100,06037536102,06037536102,clean,True,True
A10000_00244,5,EXACT,1,36047006500,0.0,100,36047006500,36047006500,clean,True,True
A10000_00245,5,EXACT,1,48113004300,0.0,100,48113004300,48113004300,clean,True,True
A10000_00246,5,EXACT,1,06037208401,0.0,100,06037208401,06037208401,clean,True,True
A10000_00247,5,EXACT,1,06037262501,0.0,100,06037262501,06037262501,clean,True,True
A10000_00248,5,EXACT,1,21125970900,0.0,100,21125970900,21125970900,clean,True,True
A10000_00249,5,EXACT,1,06037703200,0.0,100,06037703200,06037703200,clean,True,True
A10000_00250,5,EXACT,1,41017001002,0.0,100,41017001002,41017001002,clean,True,True
A10000_00251,5,EXACT,1,06037117405,0.0,100,06037117405,06037117405,clean,True,True
A10000_00252,5,EXACT,1,36119013400,0.0,100,36119013400,36119013400,clean,True,True
A10000_00253,5,EXACT,1,26125122700,0.0,100,26125122700,26125122700,clean,True,True
A10000_00254,5,EXACT,1,45051060405,0.0,100,45051060405,45051060405,clean,True,True
A10000_00255,5,EXACT,1,40143004302,0.0,100,40143004302,40143004302,clean,True,True
A10000_00256,5,EXACT,1,06059011602,0.0,100,06059011602,06059011602,clean,True,True
A10000_00257,5,EXACT,1,40005587900,0.0,100,40005587900,40005587900,clean,True,True
A10000_00258,5,EXACT,1,45083022006,0.0,100,45083022006,45083022006,clean,True,True
A10000_00259,5,EXACT,1,48121021632,0.0,100,48121021632,48121021632,clean,True,True
A10000_00260,5,EXACT,1,53033022901,0.0,100,53033022901,53033022901,clean,True,True
A10000_00261,5,EXACT,1,13003960200,0.0,100,13003960200,13003960200,clean,True,True
A10000_00262,5,EXACT,1,12085000610,0.0,100,12085000610,12085000610,clean,True,True
A10000_00263,5,EXACT,1,22033002400,0.0,100,22033002400,22033002400,clean,True,True
A10000_00264,5,EXACT,1,40065968300,0.0,100,40065968300,40065968300,clean,True,True
A10000_00265,5,EXACT,1,24027606907,0.0,100,24027606907,24027606907,clean,True,True
A10000_00266,5,EXACT,1,05007020301,0.0,100,05007020301,05007020301,clean,True,True
A10000_00267,5,EXACT,1,39035138107,0.0,100,39035138107,39035138107,clean,True,True
A10000_00268,5,EXACT,1,31109001001,0.0,100,31109001001,31109001001,clean,True,True
A10000_00269,5,EXACT,1,39035105500,0.0,100,39035105500,39035105500,clean,True,True
A10000_00270,5,EXACT,1,06037530005,0.0,100,06037530005,06037530005,clean,True,True
A10000_00271,5,EXACT,1,34013014800,0.0,100,34013014800,34013014800,clean,True,True
A10000_00272,5,EXACT,1,48423002101,0.0,100,48423002101,48423002101,clean,True,True
A10000_00273,5,EXACT,1,06001430300,0.0,100,06001430300,06001430300,clean,True,True
A10000_00274,5,EXACT,1,09003420700,0.0,100,09003420700,09003420700,clean,True,True
A10000_00275,5,EXACT,1,13313000800,0.0,100,13313000800,13313000800,clean,True,True
A10000_00276,5,EXACT,1,06037242300,0.0,100,06037242300,06037242300,clean,True,True
A10000_00277,5,EXACT,1,06085509403,0.0,100,06085509403,06085509403,clean,True,True
A10000_00278,5,EXACT,1,28113950101,0.0,100,28113950101,28113950101,clean,True,True
A10000_00279,5,EXACT,1,06023010901,0.0,100,06023010901,06023010901,clean,True,True
A10000_00280,5,EXACT,1,06085506802,0.0,100,06085506802,06085506802,clean,True,True
A10000_00281,5,EXACT,1,06037127803,0.0,100,06037127803,06037127803,clean,True,True
A10000_00282,5,EXACT,1,54035963600,0.0,100,54035963600,54035963600,clean,True,True
A10000_00283,5,EXACT,1,51075400100,0.0,100,51075400100,51075400100,clean,True,True
A10000_00284,5,EXACT,1,40143006200,0.0,100,40143006200,40143006200,clean,True,True
A10000_00285,5,EXACT,1,39061025103,0.0,100,39061025103,39061025103,clean,True,True
A10000_00286,5,EXACT,1,36047116600,0.0,100,36047116600,36047116600,clean,True,True
A10000_00287,5,EXACT,1,37105030102,0.0,100,37105030102,37105030102,clean,True,True
A10000_00288,5,EXACT,1,40121486600,0.0,100,40121486600,40121486600,clean,True,True
A10000_00289,5,EXACT,1,32005002300,0.0,100,32005002300,32005002300,clean,True,True
A10000_00290,5,EXACT,1,17099963700,0.0,100,17099963700,17099963700,clean,True,True
A10000_00291,5,EXACT,1,47063100600,0.0,100,47063100600,47063100600,clean,True,True
A10000_00292,5,EXACT,1,21095970300,0.0,100,21095970300,21095970300,clean,True,True
A10000_00293,5,EXACT,1,24005402404,0.0,100,24005402404,24005402404,clean,True,True
A10000_00294,5,EXACT,1,06081608800,0.0,100,06081608800,06081608800,clean,True,True
A10000_00295,5,EXACT,1,06019001800,0.0,100,06019001800,06019001800,clean,True,True
A10000_00296,5,EXACT,1,41053005201,0.0,100,41053005201,41053005201,clean,True,True
A10000_00297,5,EXACT,1,34019011302,0.0,100,34019011302,34019011302,clean,True,True
A10000_00298,5,EXACT,1,02198940100,0.0,100,02198940100,02198940100,clean,True,True
A10000_00299,5,EXACT,1,20177002500,0.0,100,20177002500,20177002500,clean,True,True
A10000_00300,5,EXACT,1,48421950200,0.0,100,48421950200,48421950200,clean,True,True
A10000_00301,5,EXACT,1,17119403002,0.0,100,17119403002,17119403002,clean,True,True
A10000_00302,5,EXACT,1,29169470390,0.0,100,29169470390,29169470390,clean,True,True
A10000_00303,5,EXACT,1,23019002000,0.0,100,23019002000,23019002000,clean,True,True
A10000_00304,5,EXACT,1,06073020017,0.0,100,06073020017,06073020017,clean,True,True
A10000_00305,5,EXACT,1,53073010404,0.0,100,53073010404,53073010404,clean,True,True
A10000_00306,5,EXACT,1,42003455000,0.0,100,42003455000,42003455000,clean,True,True
A10000_00307,5,EXACT,1,20091053505,0.0,100,20091053505,20091053505,clean,True,True
A10000_00308,5,EXACT,1,01103005107,0.0,100,01103005107,01103005107,clean,True,True
A10000_00309,5,EXACT,1,17031805001,0.0,100,17031805001,17031805001,clean,True,True
A10000_00310,5,EXACT,1,12113010702,0.0,100,12113010702,12113010702,clean,True,True
A10000_00311,5,EXACT,1,06037403303,0.0,100,06037403303,06037403303,clean,True,True
A10000_00312,5,EXACT,1,36047030400,0.0,100,36047030400,36047030400,clean,True,True
A10000_00313,5,EXACT,1,40017301406,0.0,100,40017301406,40017301406,clean,True,True
A10000_00314,5,EXACT,1,36065022701,0.0,100,36065022701,36065022701,clean,True,True
A10000_00315,5,EXACT,1,42045405300,0.0,100,42045405300,42045405300,clean,True,True
