participant_id,scenario,pct_poverty,pct_unemployment,median_rent,pct_vacant_housing,median_income
A10000_00152,clean,11.1,5.6,657.0,15.0,51394.0
A10000_00153,clean,4.8,10.9,953.0,7.0,75387.0
A10000_00154,clean,20.0,17.6,829.0,37.5,57969.0
A10000_00155,clean,43.4,12.1,683.0,19.8,25235.0
A10000_00156,clean,8.0,6.5,910.0,7.3,44402.0
A10000_00157,clean,13.8,10.9,766.0,16.5,31791.0
A10000_00158,clean,14.9,9.1,936.0,5.4,49089.0
A10000_00159,clean,6.9,9.6,1042.0,83.6,65972.0
A10000_00160,clean,3.3,6.9,1304.0,11.8,72948.0
A10000_00161,clean,4.5,7.2,741.0,9.7,53024.0
A10000_00162,clean,12.6,9.1,455.0,13.8,32448.0
A10000_00163,clean,23.6,11.6,604.0,21.2,35464.0
A10000_00164,clean,17.2,7.4,1312.0,8.8,52458.0
A10000_00165,clean,7.5,1.0,2001.0,24.2,111464.0
A10000_00166,clean,28.4,7.4,738.0,21.5,22279.0
A10000_00167,clean,13.8,17.6,1056.0,9.0,40750.0
A10000_00168,clean,48.8,8.8,664.0,11.3,26327.0
A10000_00169,clean,6.2,9.5,640.0,34.4,43539.0
A10000_00170,clean,29.9,14.5,1119.0,2.6,35611.0
A10000_00171,clean,7.4,8.4,1433.0,11.2,76496.0
A10000_00172,clean,27.9,8.2,638.0,6.8,33681.0
A10000_00173,clean,8.1,7.7,1442.0,4.6,75625.0
A10000_00174,clean,1.9,8.2,1231.0,5.8,65833.0
A10000_00175,clean,10.3,5.0,956.0,4.0,57015.0
A10000_00176,clean,4.4,4.5,796.0,5.0,68292.0
A10000_00177,clean,17.2,12.4,544.0,16.2,38056.0
A10000_00178,clean,45.7,18.0,1176.0,9.0,24914.0
A10000_00179,clean,29.6,11.9,1049.0,15.0,47089.0
A10000_00180,clean,8.9,6.0,779.0,30.0,50288.0
A10000_00181,clean,21.5,14.9,904.0,15.3,33929.0
A10000_00182,clean,44.1,20.6,639.0,16.7,20364.0
A10000_00183,clean,5.4,11.1,1050.0,11.2,55905.0
A10000_00184,clean,4.2,3.8,1705.0,7.0,124688.0
A10000_00185,clean,10.0,7.7,845.0,14.7,66319.0
A10000_00186,clean,7.8,7.3,991.0,4.8,61360.0
A10000_00187,clean,16.2,11.4,737.0,9.7,45913.0
A10000_00188,clean,9.5,7.5,952.0,2.1,80516.0
A10000_00189,clean,14.9,5.7,614.0,11.9,43304.0
A10000_00190,clean,19.9,6.0,835.0,11.2,57530.0
A10000_00191,clean,33.0,37.7,311.0,30.0,21859.0
A10000_00192,clean,7.8,9.9,1922.0,5.2,64808.0
A10000_00193,clean,14.4,14.5,955.0,6.8,42679.0
A10000_00194,clean,25.8,17.8,773.0,19.4,39021.0
A10000_00195,clean,41.1,0.8,960.0,8.6,41587.0
A10000_00196,clean,3.2,7.6,1725.0,21.0,81042.0
A10000_00197,clean,10.0,8.1,1173.0,4.6,51013.0
A10000_00198,clean,11.4,6.9,642.0,13.1,55057.0
A10000_00199,clean,40.7,26.7,593.0,5.9,21250.0
A10000_00200,clean,61.6,23.1,570.0,23.2,15801.0
A10000_00201,clean,27.2,7.2,622.0,18.6,42500.0
A10000_00202,clean,5.9,2.0,1807.0,0.0,73806.0
A10000_00203,clean,9.2,4.2,1420.0,6.8,69444.0
A10000_00204,clean,9.2,10.4,1244.0,8.7,80902.0
A10000_00205,clean,12.2,9.9,1216.0,8.0,64167.0
A10000_00206,clean,20.0,7.8,807.0,8.9,34004.0
A10000_00207,clean,28.6,13.5,620.0,21.5,33281.0
A10000_00208,clean,5.0,6.6,1532.0,3.0,68947.0
A10000_00209,clean,10.9,6.9,1005.0,12.2,53823.0
A10000_00210,clean,27.9,17.0,692.0,6.2,32795.0
A10000_00211,clean,36.6,10.9,865.0,7.8,17152.0
A10000_00212,clean,5.1,11.9,958.0,2.9,61809.0
A10000_00213,clean,10.7,8.3,2000.0,4.4,65976.0
A10000_00214,clean,12.5,5.8,619.0,6.8,42003.0
A10000_00215,clean,18.4,8.4,631.0,5.6,40529.0
A10000_00216,clean,32.6,13.3,1113.0,18.8,46000.0
A10000_00217,clean,46.1,9.0,897.0,4.1,28038.0
A10000_00218,clean,60.7,22.5,343.0,5.1,16710.0
A10000_00219,clean,5.3,5.8,1256.0,3.4,72625.0
A10000_00220,clean,1.7,2.9,1107.0,8.5,74375.0
A10000_00221,clean,3.1,8.2,1490.0,7.2,90532.0
A10000_00222,clean,25.2,21.6,1079.0,18.5,48164.0
A10000_00223,clean,20.1,8.5,741.0,12.1,38750.0
A10000_00224,clean,14.7,6.3,1175.0,7.1,49688.0
A10000_00225,clean,17.8,12.4,1025.0,2.5,50475.0
A10000_00226,clean,31.0,11.9,985.0,12.9,32378.0
A10000_00227,clean,16.2,14.6,1481.0,4.6,58065.0
A10000_00228,clean,24.9,10.8,723.0,18.2,46673.0
A10000_00229,clean,28.0,17.0,851.0,1.4,28214.0
A10000_00230,clean,25.8,14.6,853.0,13.0,40957.0
A10000_00231,clean,30.7,20.4,749.0,13.8,31234.0
A10000_00232,clean,13.7,13.1,769.0,13.9,59236.0
A10000_00233,clean,31.6,18.7,708.0,29.9,31932.0
A10000_00234,clean,20.7,15.2,762.0,12.0,38566.0
A10000_00235,clean,15.2,10.5,675.0,4.8,50980.0
A10000_00236,clean,19.9,8.9,811.0,9.9,44741.0
A10000_00237,clean,23.0,14.2,847.0,12.7,34919.0
A10000_00238,clean,15.6,7.3,690.0,17.2,53333.0
A10000_00239,clean,10.6,10.5,1090.0,0.0,63692.0
A10000_00240,clean,42.5,22.2,830.0,18.6,27212.0
A10000_00241,clean,9.4,14.9,775.0,12.4,40905.0
A10000_00242,clean,23.6,5.9,1267.0,14.3,50288.0
A10000_00243,clean,17.1,10.2,1122.0,2.9,46587.0
A10000_00244,clean,8.8,5.8,2001.0,6.9,104172.0
A10000_00245,clean,28.5,13.3,778.0,13.2,28274.0
A10000_00246,clean,40.1,13.7,871.0,2.6,23090.0
A10000_00247,clean,3.9,11.7,2001.0,2.2,166094.0
A10000_00248,clean,24.9,13.0,798.0,9.2,34185.0
A10000_00249,clean,6.3,13.8,1343.0,8.2,90114.0
A10000_00250,clean,16.8,7.6,1044.0,15.1,54975.0
A10000_00251,clean,44.9,19.7,1068.0,2.6,32313.0
A10000_00252,clean,18.2,8.9,1365.0,10.4,70320.0
A10000_00253,clean,7.6,9.4,1210.0,18.0,71731.0
A10000_00254,clean,31.3,7.5,763.0,11.9,33966.0
A10000_00255,clean,4.4,4.5,1077.0,10.8,102438.0
A10000_00256,clean,21.8,10.3,1210.0,2.5,50364.0
A10000_00257,clean,20.2,6.7,626.0,17.6,37163.0
A10000_00258,clean,27.1,11.6,727.0,18.8,36373.0
A10000_00259,clean,10.3,5.0,627.0,10.6,89205.0
A10000_00260,clean,6.9,5.1,1905.0,3.7,119041.0
A10000_00261,clean,28.7,10.1,464.0,22.4,27891.0
A10000_00262,clean,2.5,8.9,1495.0,13.7,96146.0
A10000_00263,clean,48.6,19.6,647.0,29.0,19917.0
A10000_00264,clean,21.1,2.1,503.0,24.9,36522.0
A10000_00265,clean,6.0,7.8,1511.0,13.7,70903.0
A10000_00266,clean,34.7,5.5,628.0,10.9,27184.0
A10000_00267,clean,5.4,6.8,1091.0,5.0,48438.0
A10000_00268,clean,23.1,9.4,829.0,7.7,36509.0
A10000_00269,clean,55.0,22.2,587.0,21.8,21615.0
A10000_00270,clean,4.9,11.0,919.0,0.2,67875.0
A10000_00271,clean,1.7,6.6,2001.0,0.0,115417.0
A10000_00272,clean,20.1,8.9,685.0,14.3,33148.0
A10000_00273,clean,5.7,8.7,1814.0,6.4,88259.0
A10000_00274,clean,5.4,7.0,1023.0,2.1,64265.0
A10000_00275,clean,14.3,6.7,682.0,8.8,46175.0
A10000_00276,clean,31.3,14.0,1055.0,7.2,36616.0
A10000_00277,clean,15.2,7.0,1674.0,3.6,70435.0
A10000_00278,clean,13.6,6.0,812.0,10.9,47639.0
A10000_00279,clean,29.6,9.3,748.0,10.5,35824.0
A10000_00280,clean,3.7,9.2,1714.0,0.0,114605.0
A10000_00281,clean,27.4,12.0,932.0,6.0,30615.0
A10000_00282,clean,25.6,15.2,586.0,15.7,33979.0
A10000_00283,clean,4.8,5.0,933.0,1.2,111207.0
A10000_00284,clean,40.0,12.5,605.0,22.0,16306.0
A10000_00285,clean,9.5,6.5,908.0,6.2,62833.0
A10000_00286,clean,41.6,17.0,1326.0,24.5,30060.0
A10000_00287,clean,2.2,5.1,863.0,4.7,69301.0
A10000_00288,clean,10.0,3.5,666.0,8.0,67835.0
A10000_00289,clean,5.7,7.2,1321.0,9.9,82823.0
A10000_00290,clean,14.7,10.6,837.0,11.0,57664.0
A10000_00291,clean,17.0,12.7,668.0,10.7,39750.0
A10000_00292,clean,27.5,19.4,488.0,34.3,23452.0
A10000_00293,clean,9.5,10.1,1024.0,5.8,41906.0
A10000_00294,clean,0.9,7.1,2001.0,2.2,141944.0
A10000_00295,clean,20.1,11.4,951.0,4.1,50625.0
A10000_00296,clean,6.1,12.4,882.0,10.6,70391.0
A10000_00297,clean,8.1,7.2,1473.0,1.1,107653.0
A10000_00298,clean,13.7,12.3,677.0,11.5,51071.0
A10000_00299,clean,10.2,3.2,953.0,8.9,42891.0
A10000_00300,clean,16.0,6.9,624.0,20.3,49219.0
A10000_00301,clean,7.8,3.3,932.0,6.2,74583.0
A10000_00302,clean,8.1,8.7,1065.0,18.8,49054.0
A10000_00303,clean,4.9,4.7,1063.0,8.6,86597.0
A10000_00304,clean,22.8,13.0,1248.0,8.7,35125.0
A10000_00305,clean,15.1,11.7,1077.0,23.5,56464.0
A10000_00306,clean,8.3,4.5,793.0,6.9,54234.0
A10000_00307,clean,2.2,3.5,1642.0,1.8,103107.0
A10000_00308,clean,1.6,3.7,684.0,7.4,65547.0
A10000_00309,clean,2.0,4.3,1089.0,1.8,90150.0
A10000_00310,clean,14.1,8.3,857.0,12.5,48537.0
A10000_00311,clean,3.8,10.1,2001.0,3.9,85119.0
A10000_00312,clean,18.6,10.7,1176.0,9.5,41588.0
A10000_00313,clean,9.3,7.2,1030.0,3.1,70185.0
A10000_00314,clean,2.7,4.8,893.0,6.2,75224.0
A10000_00315,clean,31.2,18.3,843.0,34.8,34097.0
A10000_00316,clean,27.9,10.4,1297.0,7.1,42139.0
A10000_00317,clean,12.8,4.3,485.0,32.0,45670.0
A10000_00318,clean,10.4,4.4,692.0,11.3,53942.0
A10000_00319,clean,46.3,35.9,580.0,37.2,16063.0
A10000_00320,clean,15.2,2.4,818.0,29.9,54129.0
A10000_00321,clean,25.1,3.6,526.0,4.1,38882.0
A10000_00322,clean,30.7,10.4,670.0,9.5,42132.0
A10000_00323,clean,19.7,8.6,778.0,8.4,43917.0
A10000_00324,clean,18.1,6.0,617.0,11.8,42896.0
A10000_00325,clean,5.0,9.1,1494.0,0.0,70257.0
A10000_00326,clean,7.9,6.6,765.0,8.4,61414.0
A10000_00327,clean,1.6,8.1,1297.0,0.0,91786.0
A10000_00328,clean,5.2,6.7,1446.0,5.4,64710.0
A10000_00329,clean,21.5,16.4,879.0,4.5,42224.0
A10000_00330,clean,5.3,10.5,1665.0,2.5,83682.0
A10000_00331,clean,18.3,15.1,746.0,7.8,50981.0
A10000_00332,clean,4.9,8.7,852.0,19.1,62456.0
A10000_00333,clean,29.0,9.8,983.0,6.0,43627.0
A10000_00334,clean,12.4,4.6,963.0,9.5,75288.0
A10000_00335,clean,35.4,18.7,647.0,25.9,26134.0
A10000_00336,clean,1.8,3.6,1215.0,4.6,116163.0
A10000_00337,clean,5.4,6.9,824.0,3.1,61000.0
A10000_00338,clean,8.8,11.5,768.0,15.6,45017.0
A10000_00339,clean,6.3,0.6,647.0,22.2,53929.0
A10000_00340,clean,3.0,6.4,918.0,3.4,80257.0
A10000_00341,clean,10.9,5.2,848.0,4.2,65227.0
A10000_00342,clean,2.8,5.1,1688.0,5.1,146250.0
A10000_00343,clean,8.7,8.2,2001.0,17.5,132250.0
A10000_00344,clean,10.0,8.8,1216.0,6.6,72963.0
A10000_00345,clean,39.9,7.2,772.0,10.2,32510.0
A10000_00346,clean,31.1,12.4,794.0,13.2,24805.0
A10000_00347,clean,23.6,14.3,1201.0,8.1,49210.0
A10000_00348,clean,31.1,20.9,972.0,4.1,37500.0
A10000_00349,clean,15.8,17.9,705.0,24.1,36959.0
A10000_00350,clean,15.0,3.4,581.0,11.5,42500.0
A10000_00351,clean,20.8,7.7,866.0,2.6,44458.0
A10000_00352,clean,21.4,9.8,1095.0,3.4,46233.0
A10000_00353,clean,11.5,6.5,648.0,19.1,50714.0
A10000_00354,clean,24.3,10.0,488.0,24.0,35217.0
A10000_00355,clean,7.9,8.5,948.0,19.8,42412.0
A10000_00356,clean,34.8,16.2,1100.0,22.6,30573.0
A10000_00357,clean,2.4,7.1,1355.0,5.8,112921.0
A10000_00358,clean,11.6,4.7,849.0,8.4,40042.0
A10000_00359,clean,18.7,10.1,914.0,7.9,47722.0
A10000_00360,clean,7.2,10.5,675.0,27.6,40893.0
A10000_00361,clean,16.4,11.9,949.0,19.7,50833.0
A10000_00362,clean,5.9,11.1,1836.0,8.2,125500.0
A10000_00363,clean,8.7,11.2,1019.0,1.8,79824.0
A10000_00364,clean,1.8,7.8,2001.0,2.7,133512.0
A10000_00365,clean,10.3,8.6,720.0,8.3,51566.0
A10000_00366,clean,14.1,6.6,698.0,14.1,50029.0
A10000_00367,clean,13.2,14.0,930.0,2.9,48750.0
A10000_00368,clean,59.9,14.8,525.0,10.4,28450.0
A10000_00369,clean,19.5,19.1,757.0,14.2,41389.0
A10000_00370,clean,13.5,4.4,560.0,8.8,49743.0
A10000_00371,clean,39.6,22.6,835.0,15.6,25313.0
A10000_00372,clean,43.3,19.9,646.0,21.1,23815.0
A10000_00373,clean,36.8,17.1,843.0,8.0,22957.0
A10000_00374,clean,8.3,6.6,1234.0,8.7,79028.0
A10000_00375,clean,16.3,12.7,1442.0,5.4,61118.0
A10000_00376,clean,16.0,12.4,1088.0,2.7,37543.0
A10000_00377,clean,10.2,5.3,559.0,22.3,55817.0
A10000_00378,clean,38.4,16.4,667.0,21.2,23833.0
A10000_00379,clean,23.2,6.4,1183.0,7.7,37659.0
A10000_00380,clean,42.3,19.1,882.0,14.2,27059.0
A10000_00381,clean,5.1,1.3,877.0,6.3,57734.0
A10000_00382,clean,1.2,4.0,2001.0,5.5,124286.0
A10000_00383,clean,2.8,9.3,1796.0,6.8,89492.0
A10000_00384,clean,12.8,7.7,534.0,17.3,49155.0
A10000_00385,clean,11.3,10.4,1022.0,6.2,68400.0
A10000_00386,clean,8.7,4.1,557.0,11.4,49482.0
A10000_00387,clean,3.3,4.5,1492.0,64.4,131518.0
A10000_00388,clean,5.1,5.4,945.0,3.4,77006.0
A10000_00389,clean,10.7,6.6,808.0,12.4,53152.0
A10000_00390,clean,2.1,1.9,1128.0,8.0,81438.0
A10000_00391,clean,9.5,6.7,1043.0,5.0,61887.0
A10000_00392,clean,37.4,21.0,843.0,8.4,23072.0
A10000_00393,clean,3.0,7.9,1138.0,2.6,102768.0
A10000_00394,clean,31.7,17.4,712.0,20.4,31250.0
A10000_00395,clean,5.0,3.3,933.0,14.0,66436.0
A10000_00396,clean,16.0,6.8,1083.0,1.1,60705.0
A10000_00397,clean,11.6,4.0,1854.0,22.9,71573.0
A10000_00398,clean,12.1,7.5,907.0,3.2,52933.0
A10000_00399,clean,15.6,6.8,600.0,39.8,41801.0
A10000_00400,clean,5.7,8.5,935.0,15.0,58125.0
A10000_00401,clean,13.4,8.5,1088.0,7.4,65197.0
A10000_00402,clean,21.4,10.7,924.0,12.2,40960.0
A10000_00403,clean,17.1,12.5,749.0,17.5,46235.0
A10000_00404,clean,5.1,4.9,1125.0,4.0,95094.0
A10000_00405,clean,16.3,8.5,689.0,8.6,38045.0
A10000_00406,clean,8.3,7.8,1111.0,4.3,66000.0
A10000_00407,clean,9.4,6.9,738.0,9.3,46625.0
A10000_00408,clean,9.0,8.1,1183.0,15.4,47639.0
A10000_00409,clean,18.1,3.3,978.0,12.7,45877.0
A10000_00410,clean,3.7,6.6,1192.0,3.0,93587.0
A10000_00411,clean,21.2,5.0,812.0,26.6,55234.0
A10000_00412,clean,26.9,15.3,1118.0,15.2,39233.0
A10000_00413,clean,31.8,10.8,685.0,10.4,38580.0
A10000_00414,clean,11.2,7.1,875.0,9.1,35703.0
A10000_00415,clean,6.5,6.2,1507.0,3.5,80634.0
A10000_00416,clean,5.7,4.2,1094.0,9.1,58830.0
A10000_00417,clean,31.4,18.1,528.0,20.9,29438.0
A10000_00418,clean,2.3,4.6,1319.0,4.4,116786.0
A10000_00419,clean,10.7,10.0,1422.0,4.9,61056.0
A10000_00420,clean,26.4,13.4,752.0,11.1,35402.0
A10000_00421,clean,24.9,4.0,597.0,7.1,38611.0
A10000_00422,clean,5.8,9.0,952.0,16.9,50580.0
A10000_00423,clean,5.0,3.5,1450.0,15.3,67321.0
A10000_00424,clean,2.0,3.1,1132.0,5.2,92911.0
A10000_00425,clean,9.9,5.8,1533.0,34.6,93719.0
A10000_00426,clean,9.6,3.1,960.0,0.5,100083.0
A10000_00427,clean,13.4,12.5,751.0,9.1,51049.0
A10000_00428,clean,5.1,6.3,1477.0,7.9,78924.0
A10000_00429,clean,2.7,8.9,1073.0,6.1,79932.0
A10000_00430,clean,24.4,14.7,1023.0,8.3,39067.0
A10000_00431,clean,29.0,24.0,649.0,22.1,27465.0
A10000_00432,clean,5.6,3.9,1278.0,5.2,77531.0
A10000_00433,clean,18.6,5.9,846.0,10.4,51236.0
A10000_00434,clean,7.3,8.5,1219.0,7.7,75385.0
A10000_00435,clean,8.2,11.5,1130.0,29.1,66319.0
A10000_00436,clean,21.1,12.8,769.0,38.5,44425.0
A10000_00437,clean,7.4,1.2,1024.0,6.7,56715.0
A10000_00438,clean,9.0,4.3,1101.0,12.7,64104.0
A10000_00439,clean,1.8,5.8,1590.0,6.2,128250.0
A10000_00440,clean,5.5,4.6,1490.0,9.0,105703.0
A10000_00441,clean,5.3,4.4,1753.0,4.0,92148.0
A10000_00442,clean,37.9,9.9,796.0,22.2,37702.0
A10000_00443,clean,33.5,19.5,1102.0,9.8,32524.0
